date,recession_probability,1_month_recession_probability,3_month_recession_probability,6_month_recession_probability,1_year_rate,3_months_rate,6_months_rate,CPI,INDPRO_x,10_year_rate,share_price,unemplyment_rate,PPI,OECD_CLI_index,CSI_index
2013-12-01,0.16,0.06,0.0,0.06,0.1271428571428571,0.0666666666666666,0.0952380952380952,234.719,100.374,2.9,95.09109,6.7,298.3,100.753591521929,82.5
2014-01-01,0.06,0.0,0.02,0.12,0.11,0.0433333333333333,0.069047619047619,235.288,99.9899,2.86,95.98233,6.6,299.5,100.740789961122,81.2
2014-02-01,0.0,0.0,0.04,0.08,0.111578947368421,0.0526315789473684,0.0810526315789473,235.547,100.7471,2.71,95.36447,6.7,299.8,100.75685055436,81.6
2014-03-01,0.0,0.02,0.06,0.06,0.1223809523809523,0.0523809523809523,0.0785714285714285,236.028,101.7435,2.72,97.53705,6.7,297.3,100.80293690612,80.0
2014-04-01,0.02,0.04,0.12,0.06,0.1033333333333333,0.0309523809523809,0.0533333333333333,236.468,101.8273,2.71,98.45526,6.2,297.3,100.860229808308,84.1
2014-05-01,0.04,0.06,0.08,0.02,0.0919047619047619,0.0323809523809523,0.0519047619047619,236.918,102.2392,2.56,99.72694,6.3,298.4,100.910070044009,81.9
2014-06-01,0.06,0.12,0.06,0.1,0.099047619047619,0.0357142857142857,0.0604761904761904,237.231,102.5774,2.6,102.1338,6.1,301.8,100.945427638307,82.5
2014-07-01,0.12,0.08,0.06,0.7,0.1027272727272727,0.0263636363636363,0.0595454545454545,237.498,102.7954,2.54,102.8774,6.2,297.1,100.962102376163,81.8
2014-08-01,0.08,0.06,0.02,0.82,0.0995238095238095,0.0328571428571428,0.0523809523809523,237.46,102.6322,2.42,101.5284,6.1,298.2,100.9626726755,82.5
2014-09-01,0.06,0.06,0.1,0.96,0.1009523809523809,0.02,0.0438095238095238,237.477,102.9417,2.53,102.3879,5.9,297.7,100.949404242234,84.6
2014-10-01,0.06,0.02,0.7,0.54,0.0968181818181818,0.0168181818181818,0.0504545454545454,237.43,102.9611,2.3,98.07211,5.7,298.3,100.917754229625,86.9
2014-11-01,0.02,0.1,0.82,0.6,0.1238888888888888,0.0216666666666666,0.0694444444444444,236.983,103.5978,2.33,102.2602,5.8,297.1,100.866598074878,88.8
2014-12-01,0.1,0.7,0.96,0.48,0.1981818181818182,0.029090909090909,0.1063636363636363,236.252,103.6151,2.21,101.3765,5.6,297.0,100.790494408314,93.6
2015-01-01,0.7,0.82,0.54,0.2,0.1825,0.0275,0.083,234.747,102.7923,1.88,100.0791,5.7,295.3,100.692833905464,98.1
2015-02-01,0.82,0.96,0.6,0.34,0.2094736842105263,0.0178947368421052,0.0710526315789473,235.342,102.1366,1.98,102.7756,5.5,290.6,100.58310642414,95.4
2015-03-01,0.96,0.54,0.48,0.38,0.2381818181818182,0.0277272727272727,0.11,235.976,101.7869,2.04,102.2537,5.4,284.0,100.475443438483,93.0
2015-04-01,0.54,0.6,0.2,0.84,0.2195454545454545,0.0231818181818181,0.0936363636363636,236.222,101.2255,1.94,103.8488,5.4,274.3,100.370507889091,95.9
2015-05-01,0.6,0.48,0.34,1.4,0.223,0.0165,0.0795,237.001,100.7675,2.2,104.4068,5.6,267.6,100.259799459637,90.7
2015-06-01,0.48,0.2,0.38,0.92,0.2572727272727272,0.015,0.0868181818181818,237.657,100.4588,2.36,103.1632,5.3,265.2,100.137203223741,96.1
2015-07-01,0.2,0.34,0.84,0.58,0.2781818181818182,0.0322727272727272,0.1159090909090909,238.034,101.0893,2.32,101.6938,5.2,265.2,99.9809028251596,93.1
2015-08-01,0.34,0.38,1.4,0.74,0.3576190476190476,0.0719047619047619,0.2161904761904761,238.033,100.9165,2.17,98.64014,5.1,260.9,99.8011041393404,91.9
2015-09-01,0.38,0.84,0.92,0.76,0.3547619047619048,0.0223809523809523,0.179047619047619,237.498,100.633,2.17,93.22412,5.0,257.9,99.626755222682,87.2
2015-10-01,0.84,1.4,0.58,0.42,0.2452380952380952,0.0152380952380952,0.1133333333333333,237.733,100.1563,2.07,96.70031,5.0,252.6,99.48231733301192,90.0
2015-11-01,1.4,0.92,0.74,0.42,0.4521052631578947,0.1247368421052631,0.3242105263157895,238.017,99.4366,2.26,97.66068,5.1,250.1,99.359959230642,91.3
2015-12-01,0.92,0.58,0.76,0.14,0.6268181818181818,0.2277272727272727,0.4890909090909091,237.761,98.9471,2.24,95.55367,5.0,247.6,99.25331993511892,92.6
2016-01-01,0.58,0.74,0.42,0.06,0.5210526315789474,0.2552631578947368,0.4257894736842105,237.652,99.4391,2.09,89.20781,4.8,248.7,99.16730673511591,92.0
2016-02-01,0.74,0.76,0.42,0.16,0.518,0.3125,0.4355,237.336,98.9232,1.78,88.24099,4.9,248.9,99.10924357160842,91.7
2016-03-01,0.76,0.42,0.14,0.14,0.6372727272727272,0.294090909090909,0.46,238.08,98.1635,1.89,94.19507,5.0,247.4,99.09004149219128,91.0
2016-04-01,0.42,0.42,0.06,0.2,0.5380952380952382,0.2280952380952381,0.3657142857142857,238.992,98.4775,1.81,96.83752,5.1,250.2,99.0905730914991,89.0
2016-05-01,0.42,0.14,0.16,0.2,0.5723809523809523,0.2742857142857143,0.409047619047619,239.557,98.2549,1.81,96.83658,4.8,264.9,99.09530250594352,94.7
2016-06-01,0.14,0.06,0.14,0.02,0.5354545454545454,0.2695454545454546,0.3963636363636364,240.222,98.7315,1.64,97.52459,4.9,264.1,99.0974784984332,93.5
2016-07-01,0.06,0.16,0.2,0.06,0.5,0.2975,0.394,240.101,98.8452,1.5,99.99921,4.8,267.3,99.11556337695922,90.0
2016-08-01,0.16,0.14,0.2,0.22,0.5526086956521739,0.297391304347826,0.4365217391304347,240.545,98.7427,1.56,101.048,4.9,262.3,99.1616758150791,89.8
2016-09-01,0.14,0.2,0.02,0.1,0.5766666666666667,0.2919047619047619,0.4614285714285714,241.176,98.6552,1.63,100.2302,5.0,259.2,99.2503501536108,91.2
2016-10-01,0.2,0.2,0.06,0.04,0.6405000000000001,0.3265,0.4695,241.741,98.7237,1.76,99.05186,4.9,253.1,99.37640714193132,87.2
2016-11-01,0.2,0.02,0.22,0.06,0.714,0.446,0.5740000000000001,242.026,98.3443,2.14,99.85423,4.7,253.5,99.5238134641154,93.8
2016-12-01,0.02,0.06,0.1,0.1,0.8357142857142857,0.5052380952380953,0.628095238095238,242.637,99.0406,2.49,103.8437,4.7,263.0,99.6717181062034,98.2
2017-01-01,0.06,0.22,0.04,0.14,0.7975000000000001,0.5115000000000001,0.607,243.618,98.8158,2.43,105.0235,4.7,270.7,99.7898780357674,98.5
2017-02-01,0.22,0.1,0.06,0.14,0.7931578947368422,0.5210526315789474,0.6431578947368422,244.006,98.4356,2.42,106.9744,4.6,279.6,99.8666286006274,96.3
2017-03-01,0.1,0.04,0.1,0.04,0.9817391304347826,0.7373913043478261,0.8665217391304347,243.892,99.0492,2.48,107.798,4.4,287.7,99.9029513391413,96.9
2017-04-01,0.04,0.06,0.14,0.02,1.0142105263157897,0.7984210526315789,0.9289473684210524,244.193,100.0416,2.3,107.2743,4.4,292.1,99.9144752827736,97.0
2017-05-01,0.06,0.1,0.14,0.06,1.0927272727272728,0.889090909090909,1.015,244.004,100.128,2.3,108.3879,4.4,292.5,99.9213151184682,97.1
2017-06-01,0.1,0.14,0.04,0.06,1.17,0.9827272727272728,1.0895454545454546,244.163,100.337,2.19,109.9261,4.3,288.3,99.93871303319467,95.0
2017-07-01,0.14,0.14,0.02,0.28,1.1915,1.067,1.1085,244.243,100.0865,2.32,111.1847,4.3,289.4,99.9726856569238,93.4
2017-08-01,0.14,0.04,0.06,0.12,1.1986956521739132,1.0143478260869565,1.1091304347826088,245.183,99.6323,2.21,110.9526,4.4,291.7,100.048724296915,96.8
2017-09-01,0.04,0.02,0.06,0.08,1.2485,1.0295,1.151,246.435,99.7482,2.2,112.8619,4.3,289.9,100.15892683632,95.1
2017-10-01,0.02,0.06,0.28,0.0,1.3595238095238096,1.0747619047619048,1.227142857142857,246.626,100.9893,2.36,115.6323,4.2,288.6,100.29078840501,100.7
2017-11-01,0.06,0.06,0.12,0.18,1.5147619047619048,1.2295238095238097,1.3623809523809522,247.284,101.2493,2.35,115.9486,4.2,288.1,100.426463647806,98.5
2017-12-01,0.06,0.28,0.08,0.06,1.6505,1.322,1.465,247.805,101.4871,2.4,119.0448,4.1,288.6,100.561402043797,95.9
2018-01-01,0.28,0.12,0.0,0.08,1.747142857142857,1.413333333333333,1.5895238095238096,248.859,101.4852,2.58,124.2432,4.0,296.6,100.695235964754,95.7
2018-02-01,0.12,0.08,0.18,0.02,1.903157894736842,1.5678947368421052,1.7473684210526317,249.529,101.7319,2.86,119.4891,4.1,288.9,100.816736668979,99.7
2018-03-01,0.08,0.0,0.06,0.28,1.998095238095238,1.6966666666666668,1.8704761904761904,249.577,102.1943,2.84,118.0817,4.0,306.5,100.89341869783,101.4
2018-04-01,0.0,0.18,0.08,0.24,2.0833333333333335,1.7576190476190474,1.9309523809523808,250.227,103.3551,2.87,117.4013,4.0,322.9,100.918248137843,98.8
2018-05-01,0.18,0.06,0.02,0.18,2.1963636363636363,1.864090909090909,2.023181818181818,250.792,102.381,2.98,118.3035,3.8,331.9,100.900759578562,98.0
2018-06-01,0.06,0.08,0.28,0.24,2.2485714285714287,1.8990476190476189,2.063809523809524,251.018,103.2256,2.91,118.5999,4.0,342.4,100.852184228948,98.2
2018-07-01,0.08,0.02,0.24,1.0,2.305238095238095,1.9571428571428573,2.1142857142857143,251.214,103.3561,2.89,119.5296,3.8,353.0,100.775477297116,97.9
2018-08-01,0.02,0.28,0.18,1.1,2.360434782608696,2.033913043478261,2.1865217391304346,251.663,104.0585,2.89,121.2815,3.8,362.2,100.673512462151,96.2
2018-09-01,0.28,0.24,0.24,0.68,2.468421052631579,2.126315789473684,2.285263157894737,252.182,104.1038,3.0,122.2612,3.7,366.6,100.531547282949,100.1
2018-10-01,0.24,0.18,1.0,0.7,2.557272727272727,2.249090909090909,2.395909090909091,252.772,103.9297,3.15,117.4184,3.8,362.7,100.344975274019,98.6
2018-11-01,0.18,0.24,1.1,0.42,2.604,2.3265,2.457,252.594,104.0126,3.12,115.5294,3.8,358.3,100.131093788459,97.5
2018-12-01,0.24,1.0,0.68,0.28,2.568947368421053,2.365789473684211,2.476842105263158,252.767,104.0451,2.83,108.7552,3.9,360.4,99.9124478409293,98.3
2019-01-01,1.0,1.1,0.7,0.38,2.4995238095238097,2.374285714285714,2.4466666666666668,252.561,103.3598,2.71,111.1662,4.0,356.9,99.71070851877847,91.2
2019-02-01,1.1,0.68,0.42,0.16,2.4694736842105263,2.3884210526315792,2.4426315789473687,253.319,102.8251,2.68,117.2234,3.8,352.5,99.5432722322208,93.8
2019-03-01,0.68,0.7,0.28,1.0,2.413333333333333,2.4023809523809527,2.4357142857142855,254.277,102.8361,2.57,118.283,3.8,351.1,99.4090306910869,98.4
2019-04-01,0.7,0.42,0.38,1.52,2.344761904761905,2.382857142857143,2.392857142857143,255.233,102.2748,2.53,121.0378,3.7,348.4,99.2858595409883,97.2
2019-05-01,0.42,0.28,0.16,0.4,2.2677272727272726,2.352727272727273,2.354090909090909,255.296,102.4176,2.4,118.6425,3.6,344.1,99.17064797213293,100.0
2019-06-01,0.28,0.38,1.0,0.54,1.9435,2.1704999999999997,2.108,255.213,102.5425,2.07,120.1735,3.6,340.2,99.0664383205323,98.2
2019-07-01,0.38,0.16,1.52,0.26,1.9077272727272727,2.0986363636363636,2.0286363636363633,255.802,102.0057,2.06,123.43,3.7,338.6,98.98084900473,98.4
2019-08-01,0.16,1.0,0.4,0.1,1.729090909090909,1.9495454545454545,1.8786363636363637,256.036,102.7814,1.63,118.284,3.6,340.2,98.9252882079398,89.8
2019-09-01,1.0,1.52,0.54,100.0,1.752,1.8945,1.8435,256.43,102.4601,1.7,121.7589,3.5,343.9,98.9260660204373,93.2
2019-10-01,1.52,0.4,0.26,100.0,1.5677272727272729,1.6468181818181815,1.6245454545454547,257.155,101.5878,1.71,121.3509,3.6,343.2,98.9779717186002,95.5
2019-11-01,0.4,0.54,0.1,0.08,1.5273684210526317,1.5421052631578949,1.5489473684210526,257.879,102.1494,1.81,125.887,3.6,336.2,99.0576327828042,96.8
2019-12-01,0.54,0.26,100.0,0.12,1.5085714285714285,1.5352380952380953,1.541904761904762,258.63,101.9421,1.86,128.5203,3.6,332.7,99.1318278426168,99.3
2020-01-01,0.26,0.1,100.0,0.02,1.4933333333333334,1.5223809523809524,1.5233333333333334,259.127,101.3372,1.76,130.9052,3.6,334.7,99.1610719981988,99.8
2020-02-01,0.1,100.0,0.08,0.0,1.3726315789473684,1.5152631578947369,1.471578947368421,259.25,101.6718,1.5,128.6936,3.5,336.9,99.11575317605,101.0
2020-03-01,100.0,100.0,0.12,0.0,0.3222727272727272,0.2863636363636364,0.2927272727272727,258.076,97.606,0.87,100.458,4.4,338.9,97.6983435556514,89.1
2020-04-01,100.0,0.08,0.02,0.04,0.1833333333333333,0.1380952380952381,0.169047619047619,256.032,84.6812,0.66,101.8041,14.8,334.7,92.8431201386027,71.8
2020-05-01,0.08,0.12,0.0,0.22,0.1615,0.1275,0.1535,255.802,86.0108,0.67,105.6555,13.2,330.6,94.3994597291978,72.3
2020-06-01,0.12,0.02,0.0,0.02,0.1763636363636363,0.1595454545454545,0.18,257.042,91.6745,0.73,113.1662,11.0,323.9,96.218527501814,78.1
2020-07-01,0.02,0.0,0.04,0.0,0.1454545454545454,0.1268181818181818,0.1413636363636363,258.352,95.0037,0.62,115.0943,10.2,324.9,97.8151491124478,72.5
2020-08-01,0.0,0.0,0.22,0.0,0.1304761904761905,0.1042857142857142,0.1195238095238095,259.316,95.9294,0.65,120.638,8.4,322.8,98.5085891289736,74.1
2020-09-01,0.0,0.04,0.02,0.0,0.1276190476190476,0.1085714285714285,0.1185714285714285,259.997,95.8914,0.68,119.7456,7.8,322.8,98.8112684830905,80.4
2020-10-01,0.04,0.22,0.0,0.16,0.1266666666666666,0.1004761904761904,0.1138095238095238,260.319,96.5256,0.79,121.4711,6.9,328.0,99.18323576154292,81.8
2020-11-01,0.22,0.02,0.0,0.12,0.1173684210526315,0.0910526315789473,0.1021052631578947,260.911,96.9529,0.87,128.248,6.7,336.9,99.586374941242,76.9
2020-12-01,0.02,0.0,0.0,0.02,0.1004545454545454,0.0872727272727272,0.0927272727272727,262.045,98.2039,0.93,134.5941,6.7,340.1,100.004955013212,80.7
2021-01-01,0.0,0.0,0.16,0.04,0.1005263157894736,0.0836842105263157,0.0921052631578947,262.639,98.8135,1.08,138.8357,6.4,354.7,100.372700531948,79.0
2021-02-01,0.0,0.0,0.12,0.52,0.0726315789473684,0.0426315789473684,0.0568421052631578,263.573,95.5072,1.26,142.3429,6.2,370.8,100.731684362847,76.8
2021-03-01,0.0,0.16,0.02,0.54,0.0747826086956521,0.0313043478260869,0.0526086956521739,264.847,98.1929,1.61,144.9649,6.1,387.2,101.035950311377,84.9
2021-04-01,0.16,0.12,0.04,0.02,0.0604545454545454,0.0209090909090909,0.039090909090909,266.625,98.3317,1.64,150.286,6.1,407.4,101.264326431838,88.3
2021-05-01,0.12,0.02,0.52,0.06,0.0495,0.018,0.0355,268.404,99.1867,1.62,153.5066,5.8,433.3,101.331767147435,82.9
2021-06-01,0.02,0.04,0.54,0.24,0.0659090909090909,0.0359090909090909,0.05,270.71,99.6483,1.52,155.2178,5.9,472.2,101.335497994662,85.5
2021-07-01,0.04,0.52,0.02,0.14,0.0728571428571428,0.0523809523809523,0.0533333333333333,271.965,100.0668,1.32,154.7849,5.4,516.004,101.292429499809,81.2
2021-08-01,0.52,0.54,0.06,0.02,0.0718181818181818,0.0545454545454545,0.0554545454545454,272.752,100.0412,1.28,156.6078,5.1,523.262,101.231296117502,70.3
2021-09-01,0.54,0.02,0.24,0.08,0.0738095238095238,0.0419047619047619,0.0523809523809523,273.942,98.9955,1.37,155.121,4.7,550.516,101.184427500993,72.8
2021-10-01,0.02,0.06,0.14,0.16,0.1035,0.052,0.0615,276.528,100.3542,1.58,156.8541,4.5,567.474,101.155386184968,71.7
2021-11-01,0.06,0.24,0.02,0.38,0.1669999999999999,0.0515,0.073,278.824,101.2684,1.56,159.9428,4.2,605.206,101.131160377756,67.4
2021-12-01,0.24,0.14,0.08,0.26,0.2845454545454545,0.06,0.1459090909090909,280.806,101.1948,1.47,157.3382,3.9,619.251,101.08401634153,70.6
2022-01-01,0.14,0.02,0.16,0.02,0.528,0.1495,0.3275,282.542,101.2146,1.76,158.1003,4.0,627.112,100.989967489912,67.2
2022-02-01,0.02,0.08,0.38,0.06,0.9678947368421053,0.3257894736842106,0.6378947368421052,284.525,101.8458,1.93,155.2735,3.8,640.992,100.842622526255,62.8
2022-03-01,0.08,0.16,0.26,0.14,1.2765217391304349,0.4434782608695652,0.8317391304347825,287.467,102.6732,2.13,152.9557,3.7,618.194,100.632600505235,59.4
2022-04-01,0.16,0.38,0.02,0.28,1.8075,0.763,1.2345000000000002,288.582,102.9024,2.75,153.5939,3.7,619.181,100.363008665625,65.2
2022-05-01,0.38,0.26,0.06,0.74,1.9704761904761905,0.9833333333333332,1.450952380952381,291.299,102.9659,2.9,144.4183,3.6,637.916,100.042797028596,58.4
2022-06-01,0.26,0.02,0.14,0.82,2.548095238095238,1.4947619047619047,2.105714285714286,295.072,102.8224,3.14,139.7295,3.6,638.116,99.7210053307944,50.0
2022-07-01,0.02,0.06,0.28,0.08,2.913,2.2325,2.7645,294.94,103.0505,2.9,137.4874,3.5,636.202,99.44712987447848,51.5
2022-08-01,0.06,0.14,0.74,0.2,3.155652173913043,2.6308695652173912,3.0456521739130435,295.162,103.1703,2.9,144.2186,3.6,629.63,99.23560426599693,58.2
2022-09-01,0.14,0.28,0.82,0.24,3.7295238095238097,3.1266666666666665,3.6261904761904766,296.421,103.5326,3.52,135.1335,3.5,605.886,99.070604449554,58.6
2022-10-01,0.28,0.74,0.08,0.24,4.2325,3.717,4.1755,297.979,103.4442,3.98,131.9779,3.6,592.008,98.9389169756509,59.9
2022-11-01,0.74,0.82,0.2,0.22,4.512,4.1515,4.4825,298.708,103.1058,3.89,142.0909,3.6,586.224,98.8334252573341,56.7
2022-12-01,0.82,0.08,0.24,0.16,4.47047619047619,4.252380952380952,4.550476190476191,298.808,101.8266,3.62,143.19299999999998,3.5,568.119,98.75856461538427,59.8
2023-01-01,0.08,0.2,0.24,0.04,4.486,4.5375,4.6655,300.456,102.7476,3.53,147.018,3.5,562.344,98.707407214732,64.9
2023-02-01,0.2,0.24,0.22,0.06,4.696315789473684,4.654736842105263,4.81,301.476,102.8003,3.75,148.2392,3.6,536.577,98.66174493376958,66.9
2023-03-01,0.24,0.24,0.16,0.1,4.469130434782608,4.691739130434782,4.769130434782609,301.643,102.8143,3.66,141.1346,3.5,536.061,98.6303038945128,62.0
2023-04-01,0.24,0.22,0.04,0.24,4.476,4.9245,4.792,302.858,103.2241,3.46,145.1761,3.4,533.877,98.635562256656,63.7
2023-05-01,0.22,0.16,0.06,0.06,4.690909090909091,5.135454545454546,5.0249999999999995,303.316,102.9809,3.57,142.4708,3.6,538.022,98.68225593808322,59.0
2023-06-01,0.16,0.04,0.1,0.18,4.983809523809524,5.158095238095238,5.191904761904762,304.099,102.3809,3.75,145.8344,3.6,511.555,98.7679233079409,64.2
2023-07-01,0.04,0.06,0.24,0.58,5.096500000000001,5.254,5.268,304.615,103.0722,3.9,150.752,3.5,496.886,98.8603316554364,71.5
2023-08-01,0.06,0.1,0.06,0.04,5.0947826086956525,5.2965217391304344,5.2843478260869565,306.138,103.0951,4.17,149.6734,3.7,490.231,98.935417489146,69.4
2023-09-01,0.1,0.24,0.18,0.3,5.151,5.3195,5.3055,307.374,103.3081,4.38,147.9842,3.8,481.454,98.991701802404,67.8
2023-10-01,0.24,0.06,0.58,0.2,5.145238095238095,5.335238095238095,5.330952380952381,307.653,102.5781,4.8,141.8852,3.9,480.675,99.0398432530995,63.8
2023-11-01,0.06,0.18,0.04,0.04,5.0095238095238095,5.2700000000000005,5.2352380952380955,308.087,102.8868,4.5,146.6592,3.7,481.505,99.10866189225392,61.3
2023-12-01,0.18,0.58,0.3,0.22,4.718500000000001,5.2415,5.119,308.735,102.6309,4.02,154.8774,3.8,477.581,99.2120721046996,69.7
2024-01-01,0.58,0.04,0.2,0.44,4.567619047619048,5.2247619047619045,5.021428571428571,309.794,101.483,4.06,157.3779,3.7,488.551,99.34104941070473,79.0
2024-02-01,0.04,0.3,0.04,0.26,4.6850000000000005,5.2385,5.0885,311.022,102.7267,4.21,162.4479,3.9,494.825,99.475011397047,76.9
2024-03-01,0.3,0.2,0.22,0.24,4.7555,5.239,5.112,312.107,102.5186,4.21,168.4436,3.9,481.61,99.5866236195494,79.4
2024-04-01,0.2,0.04,0.44,0.2,4.891363636363637,5.241363636363636,5.1486363636363635,313.016,102.3568,4.54,166.7338,3.9,472.665,99.6510079602342,77.2
2024-05-01,0.04,0.22,0.26,0.16,4.912727272727273,5.252727272727273,5.165909090909091,313.14,102.9797,4.48,169.2566,4.0,472.43,99.673561817603,69.1
2024-06-01,0.22,0.44,0.24,0.08,4.869473684210526,5.24421052631579,5.145789473684211,313.131,103.2534,4.31,168.4892,4.1,463.755,99.68119342203828,68.2
2024-07-01,0.44,0.26,0.2,0.26,4.679090909090909,5.199545454545454,5.012727272727273,313.566,102.5192,4.25,172.0642,4.2,463.072,99.71181503043042,66.4
2024-08-01,0.26,0.24,0.16,0.1,4.249545454545455,5.047272727272728,4.742272727272727,314.131,103.0196,3.87,174.2961,4.2,456.97,99.7866838910055,67.9
2024-09-01,0.24,0.2,0.08,0.14,3.8745,4.7219999999999995,4.417,314.851,102.5954,3.72,179.6647,4.1,450.896,99.9068581643454,70.1
2024-10-01,0.2,0.16,0.26,0.46,4.025454545454545,4.510454545454546,4.301818181818182,315.564,102.2138,4.1,183.3279,4.1,452.235,100.052038536417,70.5
2024-11-01,0.16,0.08,0.1,1.64,4.144210526315789,4.4184210526315795,4.306842105263158,316.449,101.9503,4.36,186.0236,4.2,452.295,100.197832883935,71.8
2024-12-01,0.08,0.26,0.14,,4.05,4.270476190476191,4.186190476190476,317.603,103.0447,4.39,183.487,4.1,448.686,100.309170837853,74.0
2025-01-01,0.26,0.1,0.46,,4.003333333333333,4.21,4.150952380952381,319.086,102.8805,4.63,183.0461,4.0,442.76,100.359412349143,71.7
2025-02-01,0.1,0.14,1.64,,4.013684210526316,4.21578947368421,4.187368421052632,319.775,103.9397,4.45,187.7849,4.1,439.469,100.354060514967,64.7
2025-03-01,0.14,0.46,,,3.897619047619047,4.199523809523809,4.097142857142858,319.615,103.6682,4.28,182.063,4.2,456.503,100.318776516161,57.0
2025-04-01,0.46,1.64,,,3.798571428571429,4.209047619047619,4.048095238095239,320.321,103.6912,4.28,173.0038,4.2,477.283,100.298363484951,52.2
2025-05-01,1.64,,,,3.920952380952381,4.247142857142857,4.126666666666667,320.58,103.6602,4.42,183.3964,4.2,483.349,100.340197303723,52.2
